id;race_id;rating_id;judge_id;rule_num;review_date;status;comment
d587213c-a3db-4b83-86d4-324417781ce6;be771682-9867-409e-9073-7bddcc0ae45d;cdf69785-a07e-4e9b-a61f-9f9a7b834ed3;4747962f-4abb-4e82-9f0e-754da9f998d3;21;2009-02-01 14:04:23;2;energy
ffeaa4d6-8634-41a8-a54f-380615637cd9;52bcb179-379f-4ee1-873e-2496e6ecfada;2204bb1a-d556-4e9d-bb22-6613168d877d;519b5f9b-1c14-4d7c-a42e-ab9be08e9a0f;16;2003-04-23 16:04:23;1;new
53b7dc54-5204-48ef-9f27-2f6a3756f0db;2c3f8441-9a12-4783-a230-c45b144d444c;1a251053-0e32-40f2-ade8-9611958d8abc;e60ff21c-c33e-402d-9154-2f1fc0d357b5;17;2017-06-08 14:05:23;2;realize
b37b29f3-b82e-4b2d-819a-37446b580947;41ded5c9-5ce5-4742-ad2b-ebccd228fa67;d51cbddb-dbc3-4421-80ce-377b100e30cc;851941dd-97ae-407b-948a-6ec766d7c934;21;2019-12-16 11:04:23;1;paper
d5481169-42a6-4c65-8795-9e8e51d1c1ef;a5e9c341-cfb7-47c4-ac39-4182f1e5c4b0;12288e37-ad02-4834-aa8c-a039b9d4106f;6f868e81-1d78-47f3-87af-b49761d934b7;11;2010-04-21 09:05:23;1;long
8015b928-14fa-464a-a547-f65f9677bb88;9d7eef9d-37f5-4320-b6f1-97f71cda443b;6048ae44-7cd9-484c-b863-bc5c050adefc;293611f0-633c-45a3-8938-2a647bc8cb4f;16;2019-05-25 11:03:23;1;become
b97e45b4-37ef-4b27-b7aa-3e6af454031d;75c18b26-b36f-41a6-af7f-1342232c6345;cc8c3eb1-53ff-4a86-8baf-6ded817bbc9f;f37711b6-84d5-44d3-b2ae-24097b99b115;31;2008-02-08 13:04:23;1;entire
a498b5fa-4efc-4f03-8ee2-ba87924f193f;e188d2d6-770f-4c82-8a30-0c2fcddc10bb;2cda1f85-99be-4b2f-a135-27934724b6be;3e9ae39a-a2f9-4d16-9e09-d2a1c345ea7a;31;2005-11-05 13:05:23;1;great
be1707a0-0cbe-435a-9418-90f75d954344;286491cd-4386-4149-b1b1-bd4773f46ad3;dca2f6a3-7757-4d77-8f9a-c8fb2713a26c;e205a29a-9f22-4fe1-8865-49ec218a5b78;22;2009-08-21 09:06:23;2;add
02678c04-c471-4f00-9517-8fbcce96cafe;35aefdd8-4550-438d-afe5-a526cf990831;730699ab-d2da-4c02-936e-e29a9c9eaab4;aeaa8011-14ad-404a-b17a-81a433c840e3;11;2010-10-01 09:06:23;2;responsibility
f589118c-6f5b-44e2-8c15-74a6da5fbc07;b05f0f6c-f834-43af-8004-e71c8f358d63;73aefeb9-ee77-4e79-9aa6-06ecb4974af3;b0615ea6-5da1-4103-b4bb-ac53bcbdc609;10;2003-10-04 12:04:23;2;for
31985037-7afc-4b4d-a9b4-23401a96160c;6dbec861-fa5b-4b9b-89a2-cb060deebdf7;a4d0fc40-8709-496a-82fa-777651dc511b;cb6deaa8-9fe0-4475-aadf-a52a225956a5;17;2021-06-02 12:04:23;1;establish
0401862f-1b23-4ef2-adab-e9f954256da1;810ef76a-04bb-4b5b-9d42-4cc4336d33fa;505c9155-4300-4588-81fd-ae0db5b0c7cd;60cc0d5e-c53d-40ec-8c20-a0b83a41ac5c;19;2023-02-20 14:05:23;1;box
2af4a3a9-a436-4a17-ad08-a22cc95181b0;15cc4918-d95a-4bc6-9c63-529a997bf826;f86f762f-2679-42bf-9b37-45c78ca16c8f;9745c801-d5b6-469e-a5ed-49e3e2694368;42;2018-06-06 08:01:23;2;analysis
6c64286d-dbd0-4bbb-8f5b-da74aa9ac77e;22ed1c88-0d50-4337-a113-624bb325386d;fbb52639-d383-46fe-92ff-455ea8cdc8c1;d0c400e5-9b58-49c3-a80e-dc4bd12e85c9;17;2004-11-01 12:03:23;2;same
bfe56bc2-bc50-4e82-8d63-3636b6e37a51;e6f6c922-156e-4775-9c4c-d9ad3547ff1e;2c9f6867-b26e-4242-8b4f-559fe98f8ee9;b8ac94bd-0b38-45c3-a182-1e68ec774467;11;2019-12-11 09:01:23;2;choose
4b747e51-3329-4869-a894-2ff976728d04;eeb217e6-d906-4a3f-8fa1-ef625296428b;69326e35-dd3e-45c7-a66b-b0ddb9466c24;5fea8f16-eb99-40a5-a6a7-0453b35963a1;11;2004-09-23 16:05:23;2;laugh
f5630a97-38ea-45fd-8095-a65e96f9c08c;d244ec12-6561-4ef4-917a-9d2f6184e628;be313b27-184d-40cc-8a66-989d7e593cb7;c62a7952-0371-4051-a309-5248a9b08d2f;12;2005-11-07 19:01:23;1;else
3675c929-d946-46e1-8669-0da6935d1ace;7b2fb595-74b9-41ef-b277-395371b288c1;04dc8aac-15da-484e-9737-efeea2eb34cb;bfe95d0a-d33b-40e1-98d0-6c23db38e451;17;2002-03-12 09:03:23;1;apply
622b04a8-18cd-453e-a597-36bc1374b8b5;0d6f0b17-a6be-47fd-834b-a9b6eb7fcfaa;eeca6de2-a95e-49f0-a233-6e9ade306503;4327b46c-d94d-4177-9ef3-d77fe8f39975;13;2015-02-06 11:06:23;2;scene
8983d77f-4ed2-4aa5-b5aa-94acd1b0def7;4bae1579-1d00-4b6e-a489-15a6807d8c1a;31533e2a-0e09-4cc2-b35e-0bc10d1107ef;9c13e068-0004-4911-b4d0-850cba2835f8;12;2023-02-25 18:06:23;2;cell
26577e96-eb79-4694-8d09-88fb0bd7f521;bbc80100-88e3-4420-999b-79ea1b553386;53bf67a9-0919-496c-bd18-2ef2f2fa7daf;7765a614-1b81-41bc-b8df-1a172e6c5e03;13;2010-05-14 15:03:23;2;heart
df303aa2-1dd3-4865-86f4-b3564ba1a9d9;9d7ada95-8685-4543-ab09-a4cd4ad87662;c1cf7179-34c5-4f11-827b-39d8a3a35104;9c9b4047-fa46-45fe-a289-a4428e951742;21;2002-06-06 10:04:23;1;all
d44a4fca-444b-404a-9d9c-b3fd3d4f9157;f9edc35f-9d21-4739-a4ab-7fb00f46c6e2;fb23f202-9061-47c2-ba58-3633ceb52776;2a4d9463-2ed0-485f-868e-fe36f6466269;31;2013-01-04 11:03:23;2;seven
c91ec676-98a7-48ac-b928-c7f64022ae14;a7d27184-6f72-471e-927c-3a71c91ca32f;c0a14e16-605b-45c3-a787-359dee8143bc;845a93f9-7f2b-4e24-a2e0-01d971e9a426;15;2010-08-24 15:06:23;2;war
1c0f1089-bea4-48b2-9626-a2b4434252f7;3df65062-74ed-46b9-944d-396ac4bd0133;a0ea4812-de14-4e64-977b-40a22776e5d5;572655fb-5a6a-40f6-9bdd-124b764ad3ac;15;2014-05-22 12:05:23;2;manage
30d126b7-a197-41c3-8539-7b861f28414b;5a89a9f0-8ba1-420b-bee5-875de5ac16d2;cbdb3219-b6b5-499d-9560-7b4497e2226d;87981016-a3b8-4155-acc5-b70b2b1f75b3;12;2008-01-18 12:03:23;1;her
b5c4b0a5-c94a-4673-a061-65e087524a25;bba17d8e-ce72-41d2-91ce-2ecbe7c4d25e;c6b0bd4c-5777-43ba-a96a-adfeaf230d8b;6a6f376e-fa9d-4cab-80ea-a763ec7a3270;10;2006-11-16 12:04:23;2;cut
04d8fe61-ce10-4a8a-89d9-9d169ab8f8e5;85992560-fb27-4654-81f6-2bca6af4d89a;5a4abe5f-6595-43de-921e-79f5a29cfccc;934381b6-320a-424e-b89f-e6e18d3a595d;12;2003-02-24 08:02:23;2;money
